NUM,PINYIN,EXPECTED (GROUND TRUTH),QWERTY_model-016-23447,NINE_model-014-21074,SWIFTKEY_QWERTY,SWIFTKEY_NINE,FULL_SCORE,QWERTY_model-016-23447 SCORE,NINE_model-014-21074 SCORE,SWIFTKEY_QWERTY SCORE,SWIFTKEY_NINE SCORE
355,yinyueshengfangaiwomenshuohuale。,音乐声妨碍我们说话了。,隐约生方碍我们说话了。,新学生到碍我们说话了。,音乐声妨碍我们说话了。,新学生党比我们说话了。,11,7,7,11,6
356,niweishenmeduiwomengongsiganxingqu？,你为什么对我们公司感兴趣？,你为什么对我们公司感兴趣？,你为什么对我们公司感兴趣？,你为什么对我们公司感兴趣？,你为什么对我们公司感兴趣？,13,13,13,13,13
357,huanyingguanglin，ninxuyaoshenmebangzhuma？,欢迎光临，您需要什么帮助吗？,欢迎光临，您需要什么帮助吗？,欢迎光临，您需要什么帮助吗？,欢迎光临，您需要什么帮助吗？,欢迎光临，您需要什么帮助吗？,14,14,14,14,14
358,qingdengdaojiaonindemingzi。,请等到叫您的名字。,请等到叫您的名字。,平等范辽民的名字。,请等到教您的名字。,请等到怜悯的名字。,9,9,5,8,7
359,shibaokuoranyoufujiafeidejiagema？,是包括燃油附加费的价格吗？,时包括然有附加费的价格吗？,是包括扰有附家肥的价格吗？,是包括燃油附加费的价格吗？,是包括燃油附加费的价格吗？,13,10,9,13,13
360,name，qingdaoxiangjiqianmianlai。,那么，请到相机前面来。,那么，青岛相继前面来。,那么，青岛向机千年来。,那么，请到相机前面来。,那么，请导向几千年来。,11,8,6,11,6
361,zhegezuoyeyaojiaodaoshenmeshihou？,这个作业要交到什么时候？,这个作也要交到什么时候？,这个作也要见到什么时候？,这个作业要交到什么时候？,这个作业要简单什么时候？,12,11,10,12,10
362,nixihuandagaoerfuqiuma？,你喜欢打高尔夫球吗？,你喜欢打高尔夫球吗？,你喜欢打高尔夫书吗？,你喜欢打高尔夫球吗？,你喜欢打高尔夫球吗？,10,10,9,10,10
363,hao，qingdaozhebianlaizuo。,好，请到这边来坐。,好，请到这边来做。,好，青岛这边来做。,好，请到这边来做。,好，请到这边来做。,9,8,6,8,8
364,zhegeyuedefangzuwanyidianjiaoyekeyima？,这个月的房租晚一点交也可以吗？,这个月的防族万一点焦也可以吗？,这个月的房屋要一点叫也可以吗？,这个月的房租晚一点较也可以吗？,这个月的当需要一点建业可以吗？,15,11,12,14,10
365,qingzhuangaotawohuizaidadianhuade。,请转告他我会再打电话的。,青装她我会再打电话的。,请转他我会在打电话的。,请转告他我会再打电话的。,请转告他我会再打电话的。,12,8,10,12,12
366,shenmeshihoukeyikankan？,什么时候可以看看？,什么时候可以看看？,什么时候可以看看？,什么时候可以看看？,什么时候可以看看？,9,9,9,9,9
367,biwoqidaidehaiyaohaochi。,比我期待得还要好吃。,比我期待的海要好吃。,爱我期待的海造好吃。,比我期待的还要好吃。,爱我期待的海洋驳斥。,10,8,6,9,4
368,ninxiangmaishenmeshihouchuande？,您想买什么时候穿的？,您想买什么时候穿的？,您想买什么时候穿的？,您想买什么时候穿的？,您想买什么时候穿的？,10,10,10,10,10
369,woxiangtiqianzhidingfeijican。,我想提前指定飞机餐。,我想提前制定飞机餐。,我想提前制定非机报。,我想提前制定飞机餐。,我想提前制定飞机餐。,10,9,7,9,9
370,tingshuonaweijiaoshoupingfenhenyange。,听说那位教授评分很严格。,听说那位教授平分很严格。,听说那位教授平分很严格。,听说那位教授评分很严格。,听说那位教授平等嗯严格。,12,11,11,12,9
371,zhoumoqudagaoerfuqiu，zenmeyang？,周末去打高尔夫球，怎么样？,周末去打高尔夫球，怎么样？,周末却产尔读书，怎么样？,周末去打高尔夫球，怎么样？,周末去打高尔夫球，怎么样？,13,13,8,13,13
372,zheshizuipianyidejiagele。,这是最便宜的价格了。,这是最片移的价格了。,这是最前意的价格了。,这是最便宜的价格了。,这是最便宜的价格了。,10,8,8,10,10
373,woxiangqu，keshimeiyoushijian。,我想去，可是没有时间。,我想去，可是没有时间。,我想去，可是没有时间。,我想去，可是没有时间。,我想去，可是没有时间。,11,11,11,11,11
374,qinggaosuwoditiezhanzenmezou？,请告诉我地铁站怎么走？,请告诉我地铁站怎么走？,情告诉我丢着怎么走？,请告诉我地铁站怎么走？,请告诉我地铁站怎么又？,11,11,7,11,10
375,weilegengzixideliaojieyaojianchayixia。,为了更仔细地了解要检查一下。,为了更仔系的疗节要检查一下。,为了更仔义的连接要检查一下。,为了更仔细的了解要检查一下。,为了更意义的了解要检查一下。,14,10,10,13,11
376,ninmeishideshihouzuoshenme？,您没事的时候做什么？,您没事的时候做什么？,您没事的时候做什么？,您美食的时候做什么？,您美食的时候做什么？,10,10,10,8,8
377,shangkeshiqingbuyaoliaotianr。,上课时请不要聊天儿。,上课事请不要聊天如。,上课事情不要聊天热。,上课事情不要聊天人。,上课事情不要脸天气。,10,8,7,7,6
378,zhegeshuomingxiaoceshimianfeidema？,这个说明小册是免费的吗？,这个说明校测试免费的吗？,这个说明显测试免费的吗？,这个说明小测试免费的吗？,这个说明小测试免费的那？,12,9,9,10,9
379,youmeiyoubiedezhidekankandedifang？,有没有别的值得看看的地方？,有没有别得值得看看的地方？,有没有别的值得看看的地方？,有没有别的值得看看的地方？,有没有别的值得看看的地方？,13,12,13,13,13
380,shalajiangyaoshenmeyangde？,沙拉酱要什么样的？,沙拉将要什么样的？,卡拉将要什么样的？,沙拉将要什么样的？,沙拉两要什么样的？,9,8,7,8,8
381,jianpananleyemeifanying。,键盘按了也没反应。,键盘按了也没反应。,联授客也没反应。,键盘安乐也没反应。,键盘博客也没反应。,9,9,5,7,7
382,paiduizuiwandeijidiandao？,派对最晚得几点到？,排队最晚配机颠倒？,排队最早费解感到？,排队最晚得几点到？,排队最早飞机颠倒？,9,3,3,7,2
383,haizideerduofayanle。,孩子的耳朵发炎了。,孩子的耳朵发炎了。,孩子的耳朵发完了。,孩子的耳朵发炎了。,孩子的耳朵打造了。,9,9,8,9,7
384,bugeixichedazhekazhileidema？,不给洗车打折卡之类的吗？,不给系车打者之类的吗？,不给下大者拉之类的吗？,不给洗车打折卡之类的吗？,不给下个打折啦之类的那？,12,9,7,12,8
385,wodiyicichiyinducai。,我第一次吃印度菜。,我第一次吃印独财。,我第一次吃心腐败。,我第一次吃印度才。,我第一次痴心腐败。,9,7,6,8,5
386,henxinxian，shijintiangangjinde。,很新鲜，是今天刚进的。,很新鲜，是今天刚筋的。,很新鲜，是今天钢进的。,很新鲜，是今天刚进的。,很新鲜，是今天刚进的。,11,10,10,11,11
387,xianzaijieshiqingchulejiuxingle。,现在解释清楚了就行了。,现在解释清楚了就行了。,现在解释清楚了就行了。,现在解释清楚了就行了。,现在解释清楚了就行了。,11,11,11,11,11
388,qingbatadetoubudianqilai。,请把他的头部垫起来。,请把他的头不点起来。,请把他的头部掉起来。,请把它的头部点起来。,请把它的头部点起来。,10,8,9,8,8
389,shide，xuyaoyigeren。,是的，需要一个人。,是的，需要一个人。,是的，需要一个人。,使得，需要一个人。,使得，需要一个人。,9,9,9,7,7
390,woxiangbazhezhangluxingzhipiaohuanchengxianjin。,我想把这张旅行支票换成现金。,我想把这张路行支票还成现进。,我想把这项举行之片还成现金。,我想把这张路行支票换成现金。,我想把这项旅行支票换成现金。,14,11,9,13,13
391,jingchangyoushengzhidejihuima？,经常有升职的机会吗？,经常有生值的机会吗？,经常有升值的机会吗？,经常有升值的机会吗？,经常有升值的机会吗？,10,8,9,9,9
392,xianzaiyinweifangui，queyigexuanshou。,现在因为犯规，缺一个选手。,现在因为犯规，却一个选手。,现在因为犯规，却一个选手。,现在因为犯规，却一个选手。,现在因为返回，却颐和园瘦。,13,12,12,12,6
393,duibuqi，rangninjiudengle。,对不起，让您久等了。,对不起，让您就等了。,对不起，让民就等了。,对不起，让您就等了。,对不起，让您就疯了。,10,9,8,9,8
394,tazaijiebiededianhuane。,他在接别的电话呢。,他在接别的电话恶。,他在结车的电话么。,他在街别的电话呢。,他在列车的电话呢。,9,8,6,8,7
395,fuwuyuan，qingbacaidanzainalaiyixia。,服务员，请把菜单再拿来一下。,服务员，请把菜单在拿来一下。,服务员，请爸爸还在拿来一下。,服务员，请把菜单在哪来一下。,服务员，请把菜刀在哪来一下。,14,13,10,12,11
396,nenghuodefangwudaikuanma？,能获得房屋贷款吗？,能获得房屋贷款吗？,能获的房屋贷款吗？,能获得房屋贷款吗？,能获得放学此款吗？,9,9,8,9,6
397,shide，wobijiaoxihuanhejiu。,是的，我比较喜欢喝酒。,是的，我比较喜欢喝酒。,是的，我比较喜欢喝酒。,使得，我比较喜欢喝酒。,使得，我比较喜欢喝酒。,11,11,11,9,9
398,nengnadaoquniandezhentima？,能拿到去年的真题吗？,能拿到去年的真题吗？,能拿到去年的真题吗？,能拿到去年的真题吗？,能拿到去年的真题吗？,10,10,10,10,10
399,wodasuanquyiyuankanwangpengyou。,我打算去医院看望朋友。,我打算区医院看望朋友。,我打算去医院考阳朋友。,我打算去医院看望朋友。,我打算去医院看望朋友。,11,10,9,11,11
400,buhao，weizongshihenzhang。,不好，胃总是很胀。,不好，惟总是很章。,不好，为勇是很像。,不好，为总是很张。,不好，为总是很想。,9,7,6,7,7
401,qiyoutongnengjiehuoshimaima？,汽油桶能借或是买吗？,其有通能结或是卖吗？,四有同能结婚是买吗？,汽油同能接获是卖吗？,汽油同盟结果是奶妈？,10,5,5,6,4
402,meiyoujigekongdeyouxizhuo。,没有几个空的游戏桌。,没有几个空的游戏桌。,没有几个空的有戏准。,没有几个空的游戏桌。,没有几个空的游戏准。,10,10,8,10,9
403,qingbangwobaoguanyixiayaoshi。,请帮我保管一下钥匙。,请帮我保管一下药师。,请帮我抱换一下药事。,请帮我报冠以下要是。,请帮我办关系瞎眼是。,10,8,6,5,4
404,yetileiwupinyaotuoyunma？,液体类物品要托运吗？,也体类物品牌拖晕吗？,也体雷物品万脱运吗？,液体泪物品要托运吗？,液体泪物品要托运吗？,10,6,6,9,9
405,nagexianliangbanshangpinshenmeshihoudaohuo？,那个限量版商品什么时候到货？,那个限量板商拼什么时候到火？,那个销将班商亲什么时候犯国？,那个限量版商品什么时候到货？,那个限量版商品什么时候到货？,14,11,8,14,14
406,shengxiadecaiqinggeiwodayixiabao。,剩下的菜请给我打一下包。,剩下的才情给我打一下包。,剩下的才平给我打一下班。,剩下的菜请给我打一下包。,剩下的摆平给我打一下班。,12,10,9,12,9
407,buzhidaogaizenmeganxienin。,不知道该怎么感谢您。,不知道该怎么感谢您。,不知道该怎么感谢您。,不知道该怎么感谢您。,不知道该怎么感谢您。,10,10,10,10,10
408,waibiduihuanchuzainar？,外币兑换处在哪儿？,外部队还处在那？,在此对还处在哪瑟,外币兑换处在哪儿？,再次兑换处在哪儿？,9,4,3,9,7
409,duibuqi，haimeinongwanne。,对不起，还没弄完呢。,对不起，海没弄完呐。,对不起，海眉弄完么。,对不起，还没弄完呢。,对不起，还没弄完呢。,10,8,7,10,10
410,daoxiazhouweizhiwodeinadaonagechanpin。,到下周为止我得拿到那个产品。,到下周围置我给拿到那个产品。,但下周围置我非麻到哪个产品。,到下周位置我得拿到那个产品。,到下周位置我得麻烦那个产品。,14,11,8,12,10
411,wozaizhaoliangshiyitingdegongyu。,我在找两室一厅的公寓。,我在朝粮室一厅的公寓。,我在着将是一听的工寓。,我在照亮是一听的公寓。,我在销量是一听德宏与。,11,9,6,7,4
412,zhegeshihaojiu，qingmanmanpinchang。,这个是好酒，请慢慢品尝。,这个是好久，请慢慢品长。,这个是好久，请慢慢品长。,这个是好久，请慢慢品尝。,这个是好久，请慢慢品尝。,12,10,10,11,11
413,zhegeshangpinmeiyouqitachicundema？,这个商品没有其他尺寸的吗？,这个商品没有其他尺寸的吗？,这个商品没有其他吃错的吗？,这个商品没有其他尺寸的吗？,这个商品没有其他尺寸的那？,13,13,11,13,12
414,jiaoshou，woyouhuaxianggenninshuo。,教授，我有话想跟您说。,教授，我又画像跟您说。,教守，我有化想跟您说。,教授，我有话想跟您说。,教授，我有话想跟您说。,11,8,9,11,11
415,duibuqi，jintianwoderichengdoupaimanle。,对不起，今天我的日程都排满了。,对不起，今天我的日程豆拍满了。,对不起，今天我的日程豆拍难了。,对不起，今天我的日程都排满了。,对不起，今天我的日程都塞满了。,15,13,12,15,14
416,youyiwendetongxue，qingjushou。,有疑问的同学，请举手。,有一问的同学，清举手。,有一问的同学，情举手。,有疑问的同学，请举手。,有疑问的同学，请举手。,11,9,9,11,11
417,tushuguanliyuanzainar？,图书管理员在哪儿？,图书管理员在难？,图书管理员在哪瑟,图书馆里远在哪儿？,图书馆里选在哪儿？,9,7,7,6,6
418,womenhaoxianglaibujile。,我们好像来不及了。,我们好像来不及了。,我们好想来不及了。,我们好像来不及了。,我们好像来不及了。,9,9,8,9,9
419,duinijiaodezuoyepingguhekaoshichengji。,对你交的作业评估和考试成绩。,对你教的作业评估和考试成绩。,对你建的作业情估和老师成立。,对你交的作业评估和考试成绩。,对你聊的作业请谷歌考试成绩。,14,13,9,14,10
